,handle,user_rating,skill_strings,skill_math,skill_implementation,skill_data structures,skill_dp,skill_constructive algorithms,skill_graphs,skill_geometry,contest_id,problem_index,problem_name,rating,is_strings,is_math,is_implementation,is_data structures,is_dp,is_constructive algorithms,is_graphs,is_geometry,is_solved
38,antontrygubO_o,2462,0.04214942926547053,0.24862893554464435,0.07601252645674904,0.10243868207729782,0.16809713517881414,0.2274684216551837,0.09183033857581814,0.04337453124602005,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,1
39,antontrygubO_o,2462,0.04214942926547053,0.24862893554464435,0.07601252645674904,0.10243868207729782,0.16809713517881414,0.2274684216551837,0.09183033857581814,0.04337453124602005,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
40,YaKon4ick,2357,0.0369267304372139,0.14448314259056072,0.11235365590919974,0.20248936376351223,0.24027726458336057,0.10943785440879669,0.129457738919257,0.024574249388099628,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
41,YaKon4ick,2357,0.0369267304372139,0.14448314259056072,0.11235365590919974,0.20248936376351223,0.24027726458336057,0.10943785440879669,0.129457738919257,0.024574249388099628,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
42,YaKon4ick,2357,0.0369267304372139,0.14448314259056072,0.11235365590919974,0.20248936376351223,0.24027726458336057,0.10943785440879669,0.129457738919257,0.024574249388099628,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,1
43,YaKon4ick,2357,0.0369267304372139,0.14448314259056072,0.11235365590919974,0.20248936376351223,0.24027726458336057,0.10943785440879669,0.129457738919257,0.024574249388099628,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,1
44,YaKon4ick,2357,0.0369267304372139,0.14448314259056072,0.11235365590919974,0.20248936376351223,0.24027726458336057,0.10943785440879669,0.129457738919257,0.024574249388099628,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,1
45,YaKon4ick,2357,0.0369267304372139,0.14448314259056072,0.11235365590919974,0.20248936376351223,0.24027726458336057,0.10943785440879669,0.129457738919257,0.024574249388099628,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
46,YaKon4ick,2357,0.0369267304372139,0.14448314259056072,0.11235365590919974,0.20248936376351223,0.24027726458336057,0.10943785440879669,0.129457738919257,0.024574249388099628,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
47,YaKon4ick,2357,0.0369267304372139,0.14448314259056072,0.11235365590919974,0.20248936376351223,0.24027726458336057,0.10943785440879669,0.129457738919257,0.024574249388099628,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
48,BohdanPastuschak,2391,0.0392460340045241,0.2250491031012794,0.12623690744192084,0.11871242704257504,0.1712721385889053,0.18371686643273832,0.11222463999995834,0.023541883388096346,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
49,BohdanPastuschak,2391,0.0392460340045241,0.2250491031012794,0.12623690744192084,0.11871242704257504,0.1712721385889053,0.18371686643273832,0.11222463999995834,0.023541883388096346,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
50,BohdanPastuschak,2391,0.0392460340045241,0.2250491031012794,0.12623690744192084,0.11871242704257504,0.1712721385889053,0.18371686643273832,0.11222463999995834,0.023541883388096346,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,1
51,BohdanPastuschak,2391,0.0392460340045241,0.2250491031012794,0.12623690744192084,0.11871242704257504,0.1712721385889053,0.18371686643273832,0.11222463999995834,0.023541883388096346,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,1
52,BohdanPastuschak,2391,0.0392460340045241,0.2250491031012794,0.12623690744192084,0.11871242704257504,0.1712721385889053,0.18371686643273832,0.11222463999995834,0.023541883388096346,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,1
53,BohdanPastuschak,2391,0.0392460340045241,0.2250491031012794,0.12623690744192084,0.11871242704257504,0.1712721385889053,0.18371686643273832,0.11222463999995834,0.023541883388096346,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
54,BohdanPastuschak,2391,0.0392460340045241,0.2250491031012794,0.12623690744192084,0.11871242704257504,0.1712721385889053,0.18371686643273832,0.11222463999995834,0.023541883388096346,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
55,BohdanPastuschak,2391,0.0392460340045241,0.2250491031012794,0.12623690744192084,0.11871242704257504,0.1712721385889053,0.18371686643273832,0.11222463999995834,0.023541883388096346,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
56,SlowDecay,2204,0.043231000117069415,0.17864710497523487,0.06598850754330197,0.23263279480504573,0.26517068172956204,0.10672246581261181,0.09990798232217672,0.007699462694989354,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
57,SlowDecay,2204,0.043231000117069415,0.17864710497523487,0.06598850754330197,0.23263279480504573,0.26517068172956204,0.10672246581261181,0.09990798232217672,0.007699462694989354,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
58,SlowDecay,2204,0.043231000117069415,0.17864710497523487,0.06598850754330197,0.23263279480504573,0.26517068172956204,0.10672246581261181,0.09990798232217672,0.007699462694989354,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,1
59,SlowDecay,2204,0.043231000117069415,0.17864710497523487,0.06598850754330197,0.23263279480504573,0.26517068172956204,0.10672246581261181,0.09990798232217672,0.007699462694989354,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,1
60,SlowDecay,2204,0.043231000117069415,0.17864710497523487,0.06598850754330197,0.23263279480504573,0.26517068172956204,0.10672246581261181,0.09990798232217672,0.007699462694989354,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,1
61,SlowDecay,2204,0.043231000117069415,0.17864710497523487,0.06598850754330197,0.23263279480504573,0.26517068172956204,0.10672246581261181,0.09990798232217672,0.007699462694989354,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
62,SlowDecay,2204,0.043231000117069415,0.17864710497523487,0.06598850754330197,0.23263279480504573,0.26517068172956204,0.10672246581261181,0.09990798232217672,0.007699462694989354,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
63,SlowDecay,2204,0.043231000117069415,0.17864710497523487,0.06598850754330197,0.23263279480504573,0.26517068172956204,0.10672246581261181,0.09990798232217672,0.007699462694989354,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
64,yijan,1918,0.02629363585140026,0.10630080601793818,0.1667309424056388,0.3154158394494956,0.14023138021112566,0.0523222595621908,0.16956778189081628,0.02313735461139491,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
65,yijan,1918,0.02629363585140026,0.10630080601793818,0.1667309424056388,0.3154158394494956,0.14023138021112566,0.0523222595621908,0.16956778189081628,0.02313735461139491,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,0
66,yijan,1918,0.02629363585140026,0.10630080601793818,0.1667309424056388,0.3154158394494956,0.14023138021112566,0.0523222595621908,0.16956778189081628,0.02313735461139491,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,1
67,yijan,1918,0.02629363585140026,0.10630080601793818,0.1667309424056388,0.3154158394494956,0.14023138021112566,0.0523222595621908,0.16956778189081628,0.02313735461139491,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,1
68,yijan,1918,0.02629363585140026,0.10630080601793818,0.1667309424056388,0.3154158394494956,0.14023138021112566,0.0523222595621908,0.16956778189081628,0.02313735461139491,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,1
69,yijan,1918,0.02629363585140026,0.10630080601793818,0.1667309424056388,0.3154158394494956,0.14023138021112566,0.0523222595621908,0.16956778189081628,0.02313735461139491,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
70,yijan,1918,0.02629363585140026,0.10630080601793818,0.1667309424056388,0.3154158394494956,0.14023138021112566,0.0523222595621908,0.16956778189081628,0.02313735461139491,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
71,yijan,1918,0.02629363585140026,0.10630080601793818,0.1667309424056388,0.3154158394494956,0.14023138021112566,0.0523222595621908,0.16956778189081628,0.02313735461139491,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
72,lckcode,1977,0.027464151558433212,0.16993039651386485,0.053202836914993834,0.1792367099559507,0.2753620910117849,0.10554854454584259,0.12336326788031565,0.06589200161881102,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
73,lckcode,1977,0.027464151558433212,0.16993039651386485,0.053202836914993834,0.1792367099559507,0.2753620910117849,0.10554854454584259,0.12336326788031565,0.06589200161881102,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
74,lckcode,1977,0.027464151558433212,0.16993039651386485,0.053202836914993834,0.1792367099559507,0.2753620910117849,0.10554854454584259,0.12336326788031565,0.06589200161881102,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
75,lckcode,1977,0.027464151558433212,0.16993039651386485,0.053202836914993834,0.1792367099559507,0.2753620910117849,0.10554854454584259,0.12336326788031565,0.06589200161881102,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,1
76,lckcode,1977,0.027464151558433212,0.16993039651386485,0.053202836914993834,0.1792367099559507,0.2753620910117849,0.10554854454584259,0.12336326788031565,0.06589200161881102,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,1
77,lckcode,1977,0.027464151558433212,0.16993039651386485,0.053202836914993834,0.1792367099559507,0.2753620910117849,0.10554854454584259,0.12336326788031565,0.06589200161881102,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
78,lckcode,1977,0.027464151558433212,0.16993039651386485,0.053202836914993834,0.1792367099559507,0.2753620910117849,0.10554854454584259,0.12336326788031565,0.06589200161881102,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
79,lckcode,1977,0.027464151558433212,0.16993039651386485,0.053202836914993834,0.1792367099559507,0.2753620910117849,0.10554854454584259,0.12336326788031565,0.06589200161881102,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
80,Arg_007,2269,0.027817236993433657,0.16122414366268417,0.08650191966500662,0.1580510544490054,0.25856182048915644,0.1585974607634952,0.1301565655672959,0.019089798409925206,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
81,Arg_007,2269,0.027817236993433657,0.16122414366268417,0.08650191966500662,0.1580510544490054,0.25856182048915644,0.1585974607634952,0.1301565655672959,0.019089798409925206,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
82,Arg_007,2269,0.027817236993433657,0.16122414366268417,0.08650191966500662,0.1580510544490054,0.25856182048915644,0.1585974607634952,0.1301565655672959,0.019089798409925206,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,1
83,Arg_007,2269,0.027817236993433657,0.16122414366268417,0.08650191966500662,0.1580510544490054,0.25856182048915644,0.1585974607634952,0.1301565655672959,0.019089798409925206,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,1
84,Arg_007,2269,0.027817236993433657,0.16122414366268417,0.08650191966500662,0.1580510544490054,0.25856182048915644,0.1585974607634952,0.1301565655672959,0.019089798409925206,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
85,Arg_007,2269,0.027817236993433657,0.16122414366268417,0.08650191966500662,0.1580510544490054,0.25856182048915644,0.1585974607634952,0.1301565655672959,0.019089798409925206,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
86,Arg_007,2269,0.027817236993433657,0.16122414366268417,0.08650191966500662,0.1580510544490054,0.25856182048915644,0.1585974607634952,0.1301565655672959,0.019089798409925206,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
87,Arg_007,2269,0.027817236993433657,0.16122414366268417,0.08650191966500662,0.1580510544490054,0.25856182048915644,0.1585974607634952,0.1301565655672959,0.019089798409925206,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
88,keymoon,2102,0.05896728147447435,0.1808307761601702,0.21843931221058766,0.20847673451493762,0.10809339417810614,0.10834223733481803,0.08104812787760438,0.035802136249303236,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
89,keymoon,2102,0.05896728147447435,0.1808307761601702,0.21843931221058766,0.20847673451493762,0.10809339417810614,0.10834223733481803,0.08104812787760438,0.035802136249303236,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
90,keymoon,2102,0.05896728147447435,0.1808307761601702,0.21843931221058766,0.20847673451493762,0.10809339417810614,0.10834223733481803,0.08104812787760438,0.035802136249303236,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,1
91,keymoon,2102,0.05896728147447435,0.1808307761601702,0.21843931221058766,0.20847673451493762,0.10809339417810614,0.10834223733481803,0.08104812787760438,0.035802136249303236,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,1
92,keymoon,2102,0.05896728147447435,0.1808307761601702,0.21843931221058766,0.20847673451493762,0.10809339417810614,0.10834223733481803,0.08104812787760438,0.035802136249303236,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
93,keymoon,2102,0.05896728147447435,0.1808307761601702,0.21843931221058766,0.20847673451493762,0.10809339417810614,0.10834223733481803,0.08104812787760438,0.035802136249303236,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
94,keymoon,2102,0.05896728147447435,0.1808307761601702,0.21843931221058766,0.20847673451493762,0.10809339417810614,0.10834223733481803,0.08104812787760438,0.035802136249303236,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
95,keymoon,2102,0.05896728147447435,0.1808307761601702,0.21843931221058766,0.20847673451493762,0.10809339417810614,0.10834223733481803,0.08104812787760438,0.035802136249303236,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
96,sys.,2090,0.077641336290587,0.1913869608250197,0.07266433455802399,0.15115037695952468,0.22663133233793764,0.11417600910655476,0.15813848439029557,0.008211165532056116,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
97,sys.,2090,0.077641336290587,0.1913869608250197,0.07266433455802399,0.15115037695952468,0.22663133233793764,0.11417600910655476,0.15813848439029557,0.008211165532056116,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
98,sys.,2090,0.077641336290587,0.1913869608250197,0.07266433455802399,0.15115037695952468,0.22663133233793764,0.11417600910655476,0.15813848439029557,0.008211165532056116,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,1
99,sys.,2090,0.077641336290587,0.1913869608250197,0.07266433455802399,0.15115037695952468,0.22663133233793764,0.11417600910655476,0.15813848439029557,0.008211165532056116,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,1
100,sys.,2090,0.077641336290587,0.1913869608250197,0.07266433455802399,0.15115037695952468,0.22663133233793764,0.11417600910655476,0.15813848439029557,0.008211165532056116,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
101,sys.,2090,0.077641336290587,0.1913869608250197,0.07266433455802399,0.15115037695952468,0.22663133233793764,0.11417600910655476,0.15813848439029557,0.008211165532056116,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
102,sys.,2090,0.077641336290587,0.1913869608250197,0.07266433455802399,0.15115037695952468,0.22663133233793764,0.11417600910655476,0.15813848439029557,0.008211165532056116,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
103,sys.,2090,0.077641336290587,0.1913869608250197,0.07266433455802399,0.15115037695952468,0.22663133233793764,0.11417600910655476,0.15813848439029557,0.008211165532056116,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
104,cup_of_tea,1934,0.0612390308908529,0.1836666749224903,0.3582847196880175,0.06055748189570325,0.11494801928247275,0.12731899194018229,0.055005870500087505,0.03897921088019545,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
105,cup_of_tea,1934,0.0612390308908529,0.1836666749224903,0.3582847196880175,0.06055748189570325,0.11494801928247275,0.12731899194018229,0.055005870500087505,0.03897921088019545,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
106,cup_of_tea,1934,0.0612390308908529,0.1836666749224903,0.3582847196880175,0.06055748189570325,0.11494801928247275,0.12731899194018229,0.055005870500087505,0.03897921088019545,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,1
107,cup_of_tea,1934,0.0612390308908529,0.1836666749224903,0.3582847196880175,0.06055748189570325,0.11494801928247275,0.12731899194018229,0.055005870500087505,0.03897921088019545,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,1
108,cup_of_tea,1934,0.0612390308908529,0.1836666749224903,0.3582847196880175,0.06055748189570325,0.11494801928247275,0.12731899194018229,0.055005870500087505,0.03897921088019545,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
109,cup_of_tea,1934,0.0612390308908529,0.1836666749224903,0.3582847196880175,0.06055748189570325,0.11494801928247275,0.12731899194018229,0.055005870500087505,0.03897921088019545,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
110,cup_of_tea,1934,0.0612390308908529,0.1836666749224903,0.3582847196880175,0.06055748189570325,0.11494801928247275,0.12731899194018229,0.055005870500087505,0.03897921088019545,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
111,cup_of_tea,1934,0.0612390308908529,0.1836666749224903,0.3582847196880175,0.06055748189570325,0.11494801928247275,0.12731899194018229,0.055005870500087505,0.03897921088019545,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
112,Siberian,2230,0.018118867658304057,0.05368296702562826,0.22260874709611467,0.18614091436749272,0.19030368466855013,0.052425474887951864,0.19947994583631465,0.07723939845963645,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
113,Siberian,2230,0.018118867658304057,0.05368296702562826,0.22260874709611467,0.18614091436749272,0.19030368466855013,0.052425474887951864,0.19947994583631465,0.07723939845963645,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
114,Siberian,2230,0.018118867658304057,0.05368296702562826,0.22260874709611467,0.18614091436749272,0.19030368466855013,0.052425474887951864,0.19947994583631465,0.07723939845963645,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,1
115,Siberian,2230,0.018118867658304057,0.05368296702562826,0.22260874709611467,0.18614091436749272,0.19030368466855013,0.052425474887951864,0.19947994583631465,0.07723939845963645,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,1
116,Siberian,2230,0.018118867658304057,0.05368296702562826,0.22260874709611467,0.18614091436749272,0.19030368466855013,0.052425474887951864,0.19947994583631465,0.07723939845963645,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
